Sol ID,Live Count,Amt
6497,41,Aug'16
6501,715,Aug'16
6502,605,Aug'16
6505,1305,Aug'16
6510,93,Aug'16
6514,1300,Aug'16
6516,105,Aug'16
6517,155,Aug'16
6518,102,Aug'16
6522,979,Aug'16
6523,511,Aug'16
6524,610,Aug'16
2815,320,Aug'16
2417,149,Aug'16
3842,65,Aug'16
3783,214,Aug'16
1073,577,Aug'16
1092,1368,Aug'16
1423,17,Aug'16
3644,428,Aug'16
0738,94,Aug'16
6506,269,Aug'16
6508,796,Aug'16
3646,407,Aug'16
0739,1125,Aug'16
1011,1367,Aug'16
1424,222,Aug'16
1155,202,Aug'16
1734,216,Aug'16
0157,769,Aug'16
0170,562,Aug'16
1425,242,Aug'16
1426,135,Aug'16
6499,474,Aug'16
6520,671,Aug'16
0458,314,Aug'16
0521,966,Aug'16
1010,618,Aug'16
2544,163,Aug'16
1059,1653,Aug'16
2813,529,Aug'16
0522,1330,Aug'16
2816,786,Aug'16
0479,386,Aug'16
0487,395,Aug'16
0478,1270,Aug'16
1852,222,Aug'16
0865,1649,Aug'16
1427,619,Aug'16
2814,624,Aug'16
0445,1264,Aug'16
0482,508,Aug'16
3643,155,Aug'16
3839,52,Aug'16
3838,27,Aug'16
1414,304,Aug'16
1416,889,Aug'16
3641,554,Aug'16
3841,113,Aug'16
1076,549,Aug'16
1431,294,Aug'16
0531,116,Aug'16
1472,394,Aug'16
1735,433,Aug'16
3527,58,Aug'16
0532,211,Aug'16
1413,683,Aug'16
6498,312,Aug'16
6500,715,Aug'16
6507,347,Aug'16
6509,239,Aug'16
6515,1098,Aug'16
6519,277,Aug'16
3645,209,Aug'16
0613,504,Aug'16
3840,83,Aug'16
3781,81,Aug'16
3782,33,Aug'16
0768,1332,Aug'16
1095,136,Aug'16
1451,863,Aug'16
1452,1186,Aug'16
1998,1444,Aug'16
2010,1241,Aug'16
6489,440,Aug'16
3763,120,Aug'16
3837,143,Aug'16
1863,764,Aug'16
0868,354,Aug'16
1696,751,Aug'16
1779,1296,Aug'16
2012,1912,Aug'16
3765,185,Aug'16
0495,609,Aug'16
2120,493,Aug'16
2192,1234,Aug'16
2599,1128,Aug'16
3766,248,Aug'16
0494,247,Aug'16
0869,672,Aug'16
1453,484,Aug'16
2028,526,Aug'16
1864,235,Aug'16
0871,1454,Aug'16
2133,1667,Aug'16
2148,2473,Aug'16
2038,942,Aug'16
0952,714,Aug'16
1102,736,Aug'16
1483,1261,Aug'16
1693,1914,Aug'16
1695,986,Aug'16
1777,1748,Aug'16
1792,379,Aug'16
1795,1096,Aug'16
2648,552,Aug'16
2817,748,Aug'16
2821,623,Aug'16
2008,1413,Aug'16
6469,1341,Aug'16
3767,61,Aug'16
0953,899,Aug'16
1458,749,Aug'16
1494,1108,Aug'16
1501,808,Aug'16
1733,978,Aug'16
6364,668,Aug'16
6365,334,Aug'16
6366,624,Aug'16
6367,1209,Aug'16
6372,252,Aug'16
6376,119,Aug'16
6377,286,Aug'16
6388,215,Aug'16
6391,864,Aug'16
6392,570,Aug'16
6398,1084,Aug'16
6400,1063,Aug'16
6401,392,Aug'16
6402,402,Aug'16
6403,487,Aug'16
2627,1031,Aug'16
1107,1904,Aug'16
2014,1844,Aug'16
2025,1645,Aug'16
1464,550,Aug'16
1465,591,Aug'16
1776,526,Aug'16
2027,215,Aug'16
6972,305,Aug'16
0769,780,Aug'16
0770,587,Aug'16
0491,1322,Aug'16
0492,875,Aug'16
1468,2531,Aug'16
1778,1528,Aug'16
1786,954,Aug'16
1789,847,Aug'16
3764,49,Aug'16
1637,1961,Aug'16
2033,1491,Aug'16
2820,2032,Aug'16
2818,733,Aug'16
2819,650,Aug'16
3762,161,Aug'16
3836,124,Aug'16
3768,152,Aug'16
0954,237,Aug'16
1106,1818,Aug'16
1473,1538,Aug'16
1476,907,Aug'16
1723,1073,Aug'16
1724,1332,Aug'16
6466,2161,Aug'16
6482,806,Aug'16
6490,646,Aug'16
3523,611,Aug'16
6421,582,Aug'16
6422,1205,Aug'16
6431,780,Aug'16
6435,447,Aug'16
0340,1785,Aug'16
1481,1299,Aug'16
1482,1556,Aug'16
1732,829,Aug'16
6424,124,Aug'16
6432,811,Aug'16
6433,1833,Aug'16
6441,1412,Aug'16
0955,1189,Aug'16
1988,1109,Aug'16
2001,487,Aug'16
2016,443,Aug'16
6356,892,Aug'16
6359,610,Aug'16
6361,450,Aug'16
6362,537,Aug'16
6363,544,Aug'16
6368,538,Aug'16
6369,346,Aug'16
6370,592,Aug'16
6373,313,Aug'16
6374,830,Aug'16
6375,1691,Aug'16
6378,626,Aug'16
6379,691,Aug'16
6380,942,Aug'16
6381,257,Aug'16
6382,212,Aug'16
6383,546,Aug'16
6384,536,Aug'16
6385,356,Aug'16
6386,415,Aug'16
6387,297,Aug'16
6393,473,Aug'16
6394,876,Aug'16
6395,260,Aug'16
6396,802,Aug'16
6397,745,Aug'16
6399,626,Aug'16
6404,1906,Aug'16
6405,239,Aug'16
6538,620,Aug'16
0493,321,Aug'16
1409,1052,Aug'16
1768,571,Aug'16
1980,158,Aug'16
1987,64,Aug'16
1991,688,Aug'16
2000,642,Aug'16
2007,491,Aug'16
2115,489,Aug'16
6452,875,Aug'16
6457,357,Aug'16
6459,567,Aug'16
6462,515,Aug'16
6476,1126,Aug'16
6477,341,Aug'16
6478,237,Aug'16
6483,400,Aug'16
6484,105,Aug'16
6487,186,Aug'16
0771,1017,Aug'16
0872,831,Aug'16
1730,745,Aug'16
1099,2014,Aug'16
2005,1479,Aug'16
2030,844,Aug'16
2132,1440,Aug'16
2136,884,Aug'16
6446,1628,Aug'16
6471,842,Aug'16
6473,1010,Aug'16
6481,1112,Aug'16
6496,3725,Aug'16
3761,88,Aug'16
3753,107,Aug'16
1890,553,Aug'16
0615,518,Aug'16
0958,1280,Aug'16
1078,992,Aug'16
1780,1264,Aug'16
3754,232,Aug'16
6179,1894,Aug'16
0659,632,Aug'16
1551,758,Aug'16
6112,948,Aug'16
6144,352,Aug'16
6194,226,Aug'16
6214,1845,Aug'16
6215,965,Aug'16
3809,191,Aug'16
1014,2735,Aug'16
6052,3341,Aug'16
6083,1691,Aug'16
6101,2172,Aug'16
6110,3362,Aug'16
6177,1472,Aug'16
6189,3506,Aug'16
6228,1756,Aug'16
6057,2046,Aug'16
2837,1451,Aug'16
1762,1188,Aug'16
6105,839,Aug'16
6147,356,Aug'16
6164,250,Aug'16
2771,363,Aug'16
0025,1609,Aug'16
1553,786,Aug'16
1557,435,Aug'16
1761,264,Aug'16
6056,801,Aug'16
6074,862,Aug'16
6207,760,Aug'16
6226,1105,Aug'16
3808,326,Aug'16
6157,349,Aug'16
2996,185,Aug'16
0802,1709,Aug'16
6091,767,Aug'16
6121,781,Aug'16
6122,961,Aug'16
6148,699,Aug'16
6180,1430,Aug'16
6183,1752,Aug'16
6205,1240,Aug'16
2998,149,Aug'16
3785,684,Aug'16
6076,639,Aug'16
6088,2457,Aug'16
6211,1327,Aug'16
1912,1197,Aug'16
3756,889,Aug'16
1759,1012,Aug'16
1760,901,Aug'16
6168,668,Aug'16
6222,946,Aug'16
0806,2191,Aug'16
6203,993,Aug'16
3655,1360,Aug'16
3656,870,Aug'16
6044,2187,Aug'16
6047,1978,Aug'16
6073,1250,Aug'16
6075,600,Aug'16
6079,443,Aug'16
6082,1202,Aug'16
6086,597,Aug'16
6093,676,Aug'16
6102,582,Aug'16
6106,557,Aug'16
6113,1327,Aug'16
6117,691,Aug'16
6118,1000,Aug'16
6158,315,Aug'16
6159,996,Aug'16
6185,1757,Aug'16
6209,847,Aug'16
3000,1124,Aug'16
3001,1263,Aug'16
6199,1107,Aug'16
6206,1623,Aug'16
0545,1817,Aug'16
6107,1798,Aug'16
6170,4222,Aug'16
6171,5015,Aug'16
0886,1084,Aug'16
1559,1028,Aug'16
6049,1377,Aug'16
6064,1323,Aug'16
6178,1131,Aug'16
6181,887,Aug'16
3544,331,Aug'16
6045,598,Aug'16
6048,501,Aug'16
6051,425,Aug'16
6061,1167,Aug'16
6065,689,Aug'16
6067,992,Aug'16
6068,232,Aug'16
6077,457,Aug'16
6078,735,Aug'16
6080,900,Aug'16
6085,402,Aug'16
6089,360,Aug'16
6096,554,Aug'16
6099,415,Aug'16
6100,356,Aug'16
6103,480,Aug'16
6104,276,Aug'16
6123,995,Aug'16
6124,1346,Aug'16
6127,570,Aug'16
6137,898,Aug'16
6169,677,Aug'16
6174,738,Aug'16
6109,1221,Aug'16
6161,978,Aug'16
3541,369,Aug'16
3542,297,Aug'16
6216,1141,Aug'16
6225,1678,Aug'16
3816,485,Aug'16
0526,1004,Aug'16
1907,820,Aug'16
6087,1447,Aug'16
6092,1951,Aug'16
6111,1252,Aug'16
6155,1012,Aug'16
6227,671,Aug'16
2283,24,Aug'16
1908,789,Aug'16
2282,149,Aug'16
2284,161,Aug'16
3820,321,Aug'16
6146,659,Aug'16
6184,1633,Aug'16
3657,588,Aug'16
6060,891,Aug'16
6090,1167,Aug'16
6108,1080,Aug'16
6126,1464,Aug'16
6129,723,Aug'16
6140,1357,Aug'16
6167,547,Aug'16
6173,1229,Aug'16
3817,600,Aug'16
1564,1167,Aug'16
6175,1011,Aug'16
6176,1416,Aug'16
6196,1850,Aug'16
2278,734,Aug'16
2116,554,Aug'16
6201,114,Aug'16
3815,481,Aug'16
0807,1557,Aug'16
1565,1324,Aug'16
6136,2180,Aug'16
6150,1759,Aug'16
6191,1382,Aug'16
6202,1224,Aug'16
1905,442,Aug'16
1913,526,Aug'16
0887,5195,Aug'16
1911,1493,Aug'16
2043,1407,Aug'16
6131,2068,Aug'16
6213,3175,Aug'16
2840,2942,Aug'16
2838,1748,Aug'16
2286,694,Aug'16
3503,980,Aug'16
3653,1459,Aug'16
3041,368,Aug'16
3043,121,Aug'16
2288,13,Aug'16
0529,403,Aug'16
2839,1052,Aug'16
3775,379,Aug'16
3009,34,Aug'16
1555,1531,Aug'16
3506,279,Aug'16
3784,440,Aug'16
0496,957,Aug'16
0989,946,Aug'16
1718,1965,Aug'16
1829,1178,Aug'16
0725,1485,Aug'16
1623,2088,Aug'16
2199,2149,Aug'16
3636,431,Aug'16
0846,784,Aug'16
1372,204,Aug'16
1373,388,Aug'16
1832,1361,Aug'16
2009,679,Aug'16
0497,2160,Aug'16
0602,1081,Aug'16
2121,746,Aug'16
3797,28,Aug'16
3806,8,Aug'16
3804,61,Aug'16
1375,8862,Aug'16
1705,2627,Aug'16
1831,2367,Aug'16
3654,2933,Aug'16
3795,125,Aug'16
3757,40,Aug'16
0466,1664,Aug'16
1720,1279,Aug'16
1703,2170,Aug'16
1704,2420,Aug'16
3637,821,Aug'16
3638,339,Aug'16
1379,755,Aug'16
1707,1162,Aug'16
1712,1500,Aug'16
2157,1376,Aug'16
0847,672,Aug'16
2020,942,Aug'16
3639,135,Aug'16
0429,370,Aug'16
0442,1048,Aug'16
1403,588,Aug'16
3725,240,Aug'16
1377,600,Aug'16
2810,273,Aug'16
0380,625,Aug'16
1834,1046,Aug'16
3796,23,Aug'16
0486,1693,Aug'16
1184,2721,Aug'16
1708,3835,Aug'16
1981,800,Aug'16
2110,850,Aug'16
0452,2295,Aug'16
0849,1697,Aug'16
1719,1708,Aug'16
3640,579,Aug'16
3634,865,Aug'16
0459,861,Aug'16
1384,1007,Aug'16
1395,566,Aug'16
2812,236,Aug'16
1706,3037,Aug'16
1711,2084,Aug'16
3635,983,Aug'16
3401,274,Aug'16
1840,884,Aug'16
1986,343,Aug'16
2029,1293,Aug'16
2131,1103,Aug'16
2809,75,Aug'16
3812,173,Aug'16
1397,677,Aug'16
6551,495,Aug'16
2811,526,Aug'16
3824,197,Aug'16
1434,1425,Aug'16
0490,906,Aug'16
6583,1103,Aug'16
3829,225,Aug'16
3828,39,Aug'16
0943,1613,Aug'16
1738,1164,Aug'16
2591,884,Aug'16
1191,315,Aug'16
6566,61,Aug'16
1739,626,Aug'16
3827,51,Aug'16
2577,1750,Aug'16
3585,407,Aug'16
3650,379,Aug'16
0512,1015,Aug'16
1713,3185,Aug'16
3647,408,Aug'16
0760,1914,Aug'16
0761,1151,Aug'16
3648,614,Aug'16
0381,1406,Aug'16
0427,1275,Aug'16
1440,1178,Aug'16
1737,2826,Aug'16
2824,1023,Aug'16
1036,1378,Aug'16
3814,41,Aug'16
1442,346,Aug'16
0944,841,Aug'16
0867,1564,Aug'16
2823,869,Aug'16
3831,432,Aug'16
6584,535,Aug'16
3813,6,Aug'16
0764,463,Aug'16
2571,615,Aug'16
3649,184,Aug'16
6578,475,Aug'16
0947,922,Aug'16
2125,3645,Aug'16
2632,800,Aug'16
2825,610,Aug'16
3652,419,Aug'16
3830,204,Aug'16
0766,476,Aug'16
1446,906,Aug'16
3826,24,Aug'16
1860,800,Aug'16
6563,756,Aug'16
0481,811,Aug'16
1714,1144,Aug'16
3651,613,Aug'16
0993,812,Aug'16
0767,743,Aug'16
1716,759,Aug'16
3860,177,Aug'16
1436,402,Aug'16
6577,599,Aug'16
2549,549,Aug'16
2822,450,Aug'16
0480,527,Aug'16
1862,1378,Aug'16
3807,77,Aug'16
0498,279,Aug'16
0931,862,Aug'16
1398,191,Aug'16
6352,200,Aug'16
3595,193,Aug'16
1083,1493,Aug'16
1505,1371,Aug'16
1628,426,Aug'16
2021,333,Aug'16
2143,431,Aug'16
3570,191,Aug'16
3569,113,Aug'16
3802,119,Aug'16
1507,1081,Aug'16
3556,235,Aug'16
3835,109,Aug'16
3803,50,Aug'16
2111,340,Aug'16
0783,515,Aug'16
0784,539,Aug'16
3571,759,Aug'16
3558,235,Aug'16
0932,1052,Aug'16
2146,746,Aug'16
2828,412,Aug'16
3593,351,Aug'16
3565,180,Aug'16
3832,48,Aug'16
3810,11,Aug'16
1506,686,Aug'16
1514,329,Aug'16
1994,320,Aug'16
3834,26,Aug'16
0448,483,Aug'16
0785,361,Aug'16
1894,578,Aug'16
1993,1696,Aug'16
1997,598,Aug'16
2118,1071,Aug'16
2832,368,Aug'16
3776,25,Aug'16
3821,58,Aug'16
0501,368,Aug'16
1522,137,Aug'16
2830,364,Aug'16
3574,468,Aug'16
3559,171,Aug'16
3560,149,Aug'16
0859,1340,Aug'16
0933,871,Aug'16
1844,761,Aug'16
6612,294,Aug'16
3590,170,Aug'16
3818,5,Aug'16
0877,194,Aug'16
0878,200,Aug'16
1509,142,Aug'16
3575,37,Aug'16
0079,85,Aug'16
0080,259,Aug'16
0786,214,Aug'16
1513,113,Aug'16
1634,162,Aug'16
2103,56,Aug'16
2166,110,Aug'16
1402,528,Aug'16
0503,186,Aug'16
2827,293,Aug'16
3589,166,Aug'16
3772,20,Aug'16
0860,1338,Aug'16
0861,351,Aug'16
3602,106,Aug'16
3760,43,Aug'16
3788,54,Aug'16
3786,21,Aug'16
0449,189,Aug'16
1895,99,Aug'16
2724,85,Aug'16
0484,411,Aug'16
2158,663,Aug'16
2109,246,Aug'16
3586,177,Aug'16
3596,166,Aug'16
3599,362,Aug'16
0730,711,Aug'16
0731,466,Aug'16
0934,565,Aug'16
2153,340,Aug'16
3591,188,Aug'16
3588,222,Aug'16
0402,204,Aug'16
0787,279,Aug'16
0879,277,Aug'16
1516,380,Aug'16
1517,122,Aug'16
1518,376,Aug'16
1782,417,Aug'16
2017,505,Aug'16
6596,365,Aug'16
1590,736,Aug'16
2195,215,Aug'16
0446,590,Aug'16
3567,494,Aug'16
3819,64,Aug'16
3823,33,Aug'16
2788,195,Aug'16
3562,185,Aug'16
3573,99,Aug'16
3822,15,Aug'16
3789,4,Aug'16
0862,350,Aug'16
2048,304,Aug'16
2117,169,Aug'16
2042,57,Aug'16
0477,776,Aug'16
0507,393,Aug'16
0789,560,Aug'16
0967,576,Aug'16
1521,989,Aug'16
2831,539,Aug'16
3584,169,Aug'16
0732,467,Aug'16
3825,12,Aug'16
0553,259,Aug'16
0791,362,Aug'16
1523,301,Aug'16
1524,528,Aug'16
3582,125,Aug'16
0293,329,Aug'16
0518,432,Aug'16
0968,628,Aug'16
1508,510,Aug'16
1526,680,Aug'16
1781,387,Aug'16
2496,265,Aug'16
2829,472,Aug'16
3554,260,Aug'16
3561,227,Aug'16
3563,224,Aug'16
3811,33,Aug'16
0081,254,Aug'16
1520,162,Aug'16
1978,884,Aug'16
3594,397,Aug'16
0627,272,Aug'16
3592,209,Aug'16
0788,987,Aug'16
1519,641,Aug'16
1999,836,Aug'16
3555,184,Aug'16
3557,129,Aug'16
3833,41,Aug'16
3610,321,Aug'16
3564,217,Aug'16
3572,73,Aug'16
0505,612,Aug'16
1756,95,Aug'16
6810,508,Aug'16
6815,471,Aug'16
6817,60,Aug'16
6818,155,Aug'16
6820,599,Aug'16
6823,161,Aug'16
6836,459,Aug'16
6841,705,Aug'16
6845,518,Aug'16
6847,41,Aug'16
6848,245,Aug'16
6853,258,Aug'16
6793,453,Aug'16
6795,23,Aug'16
2791,256,Aug'16
0793,572,Aug'16
6895,215,Aug'16
6897,218,Aug'16
6899,283,Aug'16
6900,274,Aug'16
6902,320,Aug'16
6903,175,Aug'16
6912,112,Aug'16
6921,145,Aug'16
6926,110,Aug'16
6928,98,Aug'16
6929,288,Aug'16
6907,32,Aug'16
0643,3258,Aug'16
1754,2184,Aug'16
6854,1060,Aug'16
6855,1000,Aug'16
0644,433,Aug'16
1531,401,Aug'16
6809,746,Aug'16
6812,402,Aug'16
6869,38,Aug'16
6889,6,Aug'16
6655,446,Aug'16
6656,218,Aug'16
6660,302,Aug'16
6667,422,Aug'16
6668,564,Aug'16
6674,353,Aug'16
6675,785,Aug'16
6676,303,Aug'16
6680,240,Aug'16
6683,704,Aug'16
6688,154,Aug'16
6689,478,Aug'16
6691,455,Aug'16
0794,493,Aug'16
6722,402,Aug'16
6727,110,Aug'16
6695,11,Aug'16
0454,755,Aug'16
6859,258,Aug'16
6860,108,Aug'16
6868,639,Aug'16
6884,964,Aug'16
6893,91,Aug'16
0646,658,Aug'16
1598,782,Aug'16
6657,202,Aug'16
6659,376,Aug'16
6661,382,Aug'16
6662,461,Aug'16
6669,441,Aug'16
6678,212,Aug'16
6686,544,Aug'16
6687,184,Aug'16
6690,398,Aug'16
3710,196,Aug'16
3899,99,Aug'16
6729,647,Aug'16
3608,220,Aug'16
0795,286,Aug'16
6740,36,Aug'16
6741,317,Aug'16
6794,287,Aug'16
6735,56,Aug'16
3844,59,Aug'16
0796,336,Aug'16
1536,676,Aug'16
6896,117,Aug'16
6909,284,Aug'16
6910,44,Aug'16
6924,290,Aug'16
6944,26,Aug'16
1630,869,Aug'16
1750,1004,Aug'16
6694,875,Aug'16
6704,501,Aug'16
6723,590,Aug'16
6734,873,Aug'16
3773,85,Aug'16
3794,5,Aug'16
6696,1361,Aug'16
6712,72,Aug'16
6714,290,Aug'16
6721,1133,Aug'16
6724,412,Aug'16
6725,1231,Aug'16
1752,443,Aug'16
6728,18,Aug'16
0648,333,Aug'16
0649,695,Aug'16
0652,867,Aug'16
1753,406,Aug'16
6791,405,Aug'16
6792,82,Aug'16
6797,376,Aug'16
6798,117,Aug'16
6800,94,Aug'16
2842,501,Aug'16
3752,28,Aug'16
3790,41,Aug'16
3843,24,Aug'16
0798,700,Aug'16
6821,632,Aug'16
2835,380,Aug'16
0653,239,Aug'16
6824,320,Aug'16
2833,218,Aug'16
2836,128,Aug'16
3549,127,Aug'16
0435,507,Aug'16
6858,390,Aug'16
6865,318,Aug'16
6866,332,Aug'16
6887,429,Aug'16
1538,843,Aug'16
6705,563,Aug'16
6731,647,Aug'16
0510,1009,Aug'16
6811,360,Aug'16
6814,209,Aug'16
6816,467,Aug'16
6819,83,Aug'16
6832,289,Aug'16
6844,686,Aug'16
3609,217,Aug'16
0881,630,Aug'16
6863,965,Aug'16
0437,447,Aug'16
6867,433,Aug'16
6888,189,Aug'16
6890,287,Aug'16
3792,268,Aug'16
0517,1203,Aug'16
0882,982,Aug'16
1748,1744,Aug'16
6708,365,Aug'16
6713,714,Aug'16
6716,394,Aug'16
6717,532,Aug'16
6718,389,Aug'16
6726,142,Aug'16
3553,128,Aug'16
0801,363,Aug'16
1746,622,Aug'16
6840,237,Aug'16
6846,277,Aug'16
6849,88,Aug'16
6851,304,Aug'16
6852,478,Aug'16
3791,25,Aug'16
6670,189,Aug'16
0655,636,Aug'16
6658,164,Aug'16
6671,542,Aug'16
6672,309,Aug'16
6673,277,Aug'16
6679,458,Aug'16
6681,495,Aug'16
6682,164,Aug'16
6684,306,Aug'16
6685,438,Aug'16
6692,199,Aug'16
3552,297,Aug'16
3711,207,Aug'16
6861,470,Aug'16
6864,25,Aug'16
6885,93,Aug'16
6886,23,Aug'16
6891,12,Aug'16
6720,610,Aug'16
2834,635,Aug'16
1541,310,Aug'16
6802,456,Aug'16
6803,289,Aug'16
6850,305,Aug'16
6796,143,Aug'16
6799,112,Aug'16
6898,160,Aug'16
6901,480,Aug'16
6904,398,Aug'16
6905,301,Aug'16
6906,144,Aug'16
6911,1083,Aug'16
6913,744,Aug'16
6914,202,Aug'16
6916,324,Aug'16
6917,110,Aug'16
6918,1,Aug'16
6922,208,Aug'16
6923,226,Aug'16
6925,545,Aug'16
6930,124,Aug'16
